jubilado,pareja,dependientes,antigüedad,servicio_internet,seguridad_online,copia_seguridad_online,protección_dispositivo,soporte_técnico,streaming_películas,contrato,factura_electrónica,método_pago,cargos_mensuales,cargos_totales,abandono
0.0,0.0,0.0,1.0909090909090908,-1.0,0.0,-0.5,0.0,2.0,0.5,2.0,0.0,1.0,0.42849608197709466,2.0708928771314503,0
1.0,0.0,0.0,-0.25,-1.0,2.0,0.5,0.0,0.0,-0.5,0.0,-1.0,-2.0,0.7328963230861965,0.2991513583655668,0
0.0,1.0,1.0,0.4318181818181818,-1.0,2.0,0.5,0.0,2.0,0.5,2.0,-1.0,0.0,1.0071579264617239,2.3417782918547814,0
0.0,1.0,0.0,0.36363636363636365,-1.0,0.0,-0.5,1.0,2.0,0.5,1.0,-1.0,-1.0,-0.07105183845690174,1.9628537906960355,0
1.0,0.0,0.0,0.18181818181818182,-1.0,0.0,-0.5,1.0,2.0,-0.5,2.0,0.0,-1.0,-0.07090114526823388,-0.07692084457876779,0
0.0,1.0,0.0,0.9772727272727273,1.0,1.0,0.0,0.5,1.0,0.0,2.0,-1.0,-2.0,0.11656118143459916,0.8439071510598692,0
0.0,0.0,0.0,0.20454545454545456,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,1.0,0.14067209162145872,0.31598323445642573,0
0.0,1.0,0.0,0.4090909090909091,1.0,1.0,0.0,0.5,1.0,0.0,2.0,-1.0,1.0,-0.14624773960216997,-0.1858554199884747,0
0.0,1.0,1.0,0.2727272727272727,1.0,1.0,0.0,0.5,1.0,0.0,0.0,-1.0,1.0,-0.14368595539481616,-0.19781185610818833,0
0.0,0.0,0.0,-0.13636363636363635,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,-1.0,0.9514014466546112,0.6858699302264841,0
1.0,1.0,0.0,0.20454545454545456,0.0,0.0,-0.5,1.0,0.0,-0.5,1.0,0.0,0.0,-0.03835141651597348,-0.015430601677383514,0
0.0,1.0,1.0,0.4090909090909091,1.0,1.0,0.0,0.5,1.0,0.0,2.0,0.0,1.0,-0.13765822784810128,-0.16557425303367618,0
0.0,1.0,0.0,1.1136363636363635,-1.0,0.0,0.5,1.0,2.0,0.5,2.0,0.0,-1.0,-0.055831826401446655,4.363593398256284,0
0.0,1.0,0.0,-0.09090909090909091,0.0,0.0,-0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.2527878239903556,-0.11025293417741461,0
0.0,1.0,0.0,1.1136363636363635,1.0,1.0,0.0,0.5,1.0,0.0,2.0,0.0,0.0,-0.13811030741410488,-0.09994651940847979,0
0.0,0.0,0.0,1.1136363636363635,0.0,2.0,0.5,1.0,2.0,0.5,2.0,-1.0,1.0,-0.007308619650391803,0.41161814028498106,0
0.0,0.0,0.0,0.36363636363636365,-1.0,2.0,0.5,1.0,0.0,-0.5,0.0,0.0,-2.0,0.8218053044002411,-0.04139149036727485,0
0.0,1.0,1.0,0.8636363636363636,1.0,1.0,0.0,0.5,1.0,0.0,2.0,0.0,-1.0,0.11505424954792043,0.664228946681094,0
0.0,0.0,0.0,0.9318181818181818,-1.0,2.0,0.5,1.0,2.0,0.5,2.0,0.0,-2.0,-0.044379144062688364,0.18970270595209962,0
0.0,0.0,0.0,-0.2727272727272727,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,-0.145042194092827,-0.08516265976808494,0
0.0,0.0,0.0,0.11363636363636363,1.0,1.0,0.0,0.5,1.0,0.0,2.0,0.0,1.0,-0.1454942736588306,0.21474323097396864,0
0.0,0.0,0.0,-0.4772727272727273,-1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,-1.0,1.0,-0.10631404460518384,-0.24675696180490778,0
0.0,0.0,0.0,1.0909090909090908,0.0,2.0,0.5,1.0,2.0,0.5,2.0,0.0,-2.0,1.5571880650994574,6.143294819015874,0
0.0,0.0,0.0,0.045454545454545456,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,0.0,-0.137959614225437,0.24086165939081874,0
0.0,0.0,1.0,0.6136363636363636,0.0,2.0,0.5,1.0,0.0,0.5,1.0,0.0,-1.0,-0.01047317661241712,4.136072866269501,0
0.0,0.0,0.0,0.1590909090909091,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,1.0,-0.14489150090415914,-0.20084656874328902,0
0.0,0.0,0.0,-0.4772727272727273,-1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,-0.09953285111512959,-0.24638384139895278,0
0.0,1.0,0.0,0.8409090909090909,0.0,2.0,0.5,1.0,2.0,0.5,1.0,0.0,-1.0,-0.013788426763110307,0.25958401220518307,0
0.0,0.0,0.0,-0.4318181818181818,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.8835895117540687,-0.23149219141905983,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,1.0,-0.1454942736588306,-0.2155060549150322,0
0.0,1.0,0.0,0.7954545454545454,-1.0,2.0,-0.5,0.0,2.0,-0.5,0.0,-1.0,0.0,-0.09109403254972875,0.012437346865166723,0
0.0,1.0,1.0,-0.11363636363636363,-1.0,2.0,0.5,0.0,0.0,0.5,0.0,-1.0,1.0,0.9483875828812538,-0.1497290731274538,0
0.0,0.0,0.0,1.1363636363636365,1.0,1.0,0.0,0.5,1.0,0.0,2.0,-1.0,-2.0,-0.14594635322483424,-0.13322885961966593,0
0.0,0.0,0.0,-0.29545454545454547,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,-1.0,1.0,0.8805756479807113,-0.19602087815960434,0
0.0,1.0,0.0,0.06818181818181818,-1.0,2.0,0.5,0.0,2.0,0.5,0.0,0.0,1.0,0.8956449668474985,-0.09816383302447255,0
0.0,1.0,0.0,0.7954545454545454,1.0,1.0,0.0,0.5,1.0,0.0,2.0,-1.0,-2.0,-0.145042194092827,-0.15803722083338514,0
0.0,1.0,0.0,0.5681818181818182,1.0,1.0,0.0,0.5,1.0,0.0,2.0,-1.0,-2.0,0.12108197709463532,0.5135712183210411,0
0.0,0.0,0.0,0.6363636363636364,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.11656118143459916,-0.24197272904410697,0
0.0,1.0,0.0,1.1363636363636365,-1.0,2.0,0.5,1.0,0.0,0.5,2.0,0.0,0.0,-0.10088908981314045,2.7186299018693334,0
0.0,0.0,0.0,-0.3181818181818182,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,-0.1460970464135021,-0.11625602693100175,0
0.0,1.0,0.0,0.7954545454545454,-1.0,2.0,0.5,0.0,2.0,-0.5,2.0,0.0,0.0,0.7253616636528029,2.6101762372050796,0
0.0,0.0,0.0,-0.022727272727272728,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,-1.0,1.0,-0.0615581675708258,-0.12030231044446932,0
0.0,1.0,1.0,1.0454545454545454,-1.0,2.0,0.5,1.0,2.0,0.5,2.0,0.0,-1.0,-0.03609101868595539,5.050134945213487,0
1.0,1.0,1.0,0.1590909090909091,-1.0,0.0,0.5,1.0,0.0,-0.5,0.0,0.0,1.0,0.3621910789632309,0.5994718273364592,0
0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.0,0.0,-0.014089813140446052,0.23985838007702864,0
0.0,0.0,0.0,-0.20454545454545456,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.1256027727546715,-0.24840698315568657,0
0.0,0.0,1.0,1.1363636363636365,1.0,1.0,0.0,0.5,1.0,0.0,2.0,-1.0,-1.0,-0.145042194092827,1.0177812602349001,0
0.0,1.0,1.0,1.1363636363636365,0.0,0.0,-0.5,1.0,0.0,0.5,2.0,0.0,-1.0,-0.038200723327305605,0.28939218685869933,0
0.0,0.0,0.0,-0.06818181818181818,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.0,-1.0,-0.14534358047016274,-0.21849101816267222,0
0.0,1.0,1.0,1.1363636363636365,-1.0,2.0,0.5,1.0,2.0,0.5,2.0,-1.0,-1.0,1.1789481615430983,0.29362917635743274,0
0.0,1.0,1.0,-0.1590909090909091,0.0,2.0,-0.5,0.0,0.0,-0.5,0.0,-1.0,1.0,-0.06185955394816154,0.7042772035869308,0
0.0,0.0,0.0,1.0454545454545454,1.0,1.0,0.0,0.5,1.0,0.0,2.0,0.0,-2.0,0.18889391199517783,0.9922432413384243,0
1.0,1.0,0.0,0.8863636363636364,0.0,0.0,0.5,1.0,2.0,-0.5,1.0,0.0,1.0,-0.02689873417721519,4.779581193073227,0
0.0,1.0,0.0,0.6363636363636364,1.0,1.0,0.0,0.5,1.0,0.0,2.0,-1.0,1.0,0.1346443640747438,0.634710976787765,0
0.0,1.0,1.0,1.1136363636363635,0.0,2.0,0.5,1.0,0.0,0.5,2.0,0.0,-2.0,-0.010774562989752863,0.38474517949164416,0
0.0,0.0,0.0,0.38636363636363635,-1.0,0.0,0.5,0.0,0.0,-0.5,1.0,0.0,-1.0,-0.08672393007836046,-0.06609206124149597,0
0.0,1.0,0.0,1.1363636363636365,0.0,0.0,0.5,0.0,0.0,0.5,2.0,0.0,-1.0,-0.027802893309222424,0.3190676964789871,0
0.0,1.0,1.0,-0.22727272727272727,1.0,1.0,0.0,0.5,1.0,0.0,2.0,-1.0,-2.0,-0.14443942133815552,-0.23192335277705226,0
0.0,0.0,0.0,-0.22727272727272727,-1.0,0.0,-0.5,0.0,2.0,0.5,1.0,0.0,1.0,0.9679776974080772,0.45793482001086194,0
0.0,0.0,0.0,0.09090909090909091,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,-1.0,-0.14519288728149488,-0.21262059044231352,0
0.0,0.0,0.0,0.45454545454545453,-1.0,0.0,-0.5,1.0,2.0,0.5,2.0,0.0,-1.0,1.0071579264617239,0.029169724181104355,0
0.0,1.0,0.0,-0.45454545454545453,0.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,1.0915461121157324,-0.13938949210021184,0
0.0,0.0,0.0,-0.13636363636363635,-1.0,0.0,-0.5,0.0,0.0,0.5,0.0,0.0,-2.0,0.7750904159132007,0.6342134829131583,0
0.0,0.0,0.0,0.09090909090909091,-1.0,0.0,-0.5,1.0,0.0,0.5,0.0,0.0,-1.0,0.583710066305003,-0.14461317778358188,0
0.0,0.0,0.0,0.022727272727272728,0.0,2.0,-0.5,0.0,0.0,-0.5,0.0,0.0,-2.0,-0.06201024713682941,-0.10307243925392502,0
0.0,1.0,0.0,0.13636363636363635,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,1.0,0.20999095840867993,-0.194802018166818,0
0.0,1.0,0.0,0.5227272727272727,-1.0,2.0,-0.5,1.0,0.0,-0.5,2.0,-1.0,-1.0,-0.09471066907775769,1.6534126006906873,0
0.0,0.0,0.0,0.9090909090909091,-1.0,2.0,0.5,0.0,0.0,0.5,1.0,0.0,-1.0,-0.06306509945750452,3.644880580741183,0
0.0,0.0,0.0,-0.36363636363636365,-1.0,2.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,0.5701476793248945,-0.22445265309337545,0
0.0,0.0,0.0,-0.4318181818181818,-1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.13720614828209765,-0.24392124671964976,0
0.0,0.0,1.0,-0.1590909090909091,-1.0,2.0,-0.5,1.0,0.0,0.5,1.0,-1.0,1.0,0.8022151898734177,0.5377825868852323,0
0.0,1.0,0.0,-0.1590909090909091,-1.0,0.0,-0.5,0.0,0.0,-0.5,0.0,0.0,0.0,-0.09802591922845087,0.33911669962563584,0
0.0,1.0,0.0,0.7727272727272727,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,0.0,-0.13841169379144064,-0.14592324498671277,0
1.0,0.0,0.0,-0.38636363636363635,0.0,0.0,0.5,0.0,0.0,-0.5,0.0,0.0,0.0,-0.04739300783604581,-0.21799352428806554,0
1.0,1.0,0.0,0.022727272727272728,0.0,0.0,-0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.1879897528631707,1.5049935947663644,0
1.0,1.0,1.0,0.36363636363636365,0.0,0.0,0.5,0.0,0.0,0.5,0.0,-1.0,0.0,1.3492314647377939,2.8520411759096884,0
0.0,1.0,1.0,1.1363636363636365,0.0,2.0,-0.5,1.0,0.0,0.5,2.0,-1.0,-2.0,1.4110156720916214,6.059135438561579,0
0.0,0.0,0.0,0.18181818181818182,0.0,2.0,-0.5,0.0,2.0,0.5,0.0,-1.0,-2.0,-0.01469258589511754,0.01577884738960818,0
0.0,1.0,0.0,0.25,-1.0,0.0,0.5,0.0,2.0,-0.5,1.0,0.0,-1.0,0.6349457504520796,-0.0965386863674241,0
0.0,1.0,1.0,0.18181818181818182,-1.0,2.0,0.5,1.0,2.0,-0.5,0.0,-1.0,0.0,-0.07316154309825196,-0.08469004058720861,0
0.0,1.0,0.0,-0.3409090909090909,-1.0,2.0,-0.5,1.0,2.0,0.5,0.0,-1.0,-2.0,1.0493520192887282,-0.20243854914203036,0
0.0,0.0,0.0,-0.3181818181818182,-1.0,2.0,-0.5,0.0,2.0,-0.5,1.0,-1.0,-2.0,0.6424804098854732,0.12071688867330821,0
0.0,0.0,0.0,-0.1590909090909091,0.0,0.0,0.5,0.0,0.0,-0.5,0.0,0.0,-2.0,-0.049653405666063896,-0.24116844728015954,0
1.0,1.0,0.0,0.8636363636363636,0.0,2.0,0.5,1.0,2.0,0.5,2.0,0.0,-2.0,1.5737643158529235,0.3237275557711362,0
1.0,1.0,1.0,0.8636363636363636,-1.0,2.0,0.5,1.0,2.0,0.5,1.0,0.0,-1.0,0.95290837854129,3.4444734649204634,0
0.0,1.0,1.0,0.38636363636363635,0.0,0.0,-0.5,0.0,2.0,0.5,0.0,0.0,-1.0,1.3311482820976492,0.061838488613608945,0
0.0,0.0,1.0,1.0,-1.0,0.0,0.5,1.0,2.0,0.5,2.0,0.0,-1.0,-0.05522905364677517,0.18030007172203358,0
0.0,0.0,1.0,0.3409090909090909,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,-2.0,-0.14443942133815552,-0.18790343643893884,0
0.0,0.0,1.0,0.09090909090909091,-1.0,2.0,-0.5,0.0,2.0,0.5,0.0,-1.0,1.0,-0.1060126582278481,-0.2410274906823543,0
0.0,1.0,1.0,0.8636363636363636,-1.0,2.0,-0.5,1.0,2.0,0.5,2.0,-1.0,-1.0,0.7268685955394816,0.04714583618355866,0
0.0,1.0,1.0,-0.1590909090909091,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,1.0,0.1346443640747438,-0.005149061602179024,0
0.0,0.0,1.0,-0.13636363636363635,0.0,0.0,-0.5,0.0,2.0,-0.5,1.0,0.0,-1.0,-0.05522905364677517,-0.14571595587229333,0
0.0,0.0,0.0,0.8636363636363636,-1.0,2.0,-0.5,1.0,0.0,0.5,2.0,-1.0,0.0,-0.09425858951175407,2.4334829960739444,0
1.0,1.0,0.0,1.1363636363636365,-1.0,2.0,0.5,1.0,2.0,0.5,2.0,0.0,-1.0,0.7961874623267028,0.13428188832091673,0
0.0,1.0,0.0,0.5454545454545454,1.0,1.0,0.0,0.5,1.0,0.0,0.0,-1.0,0.0,-0.1454942736588306,-0.1799601175743857,0
1.0,1.0,0.0,-0.045454545454545456,-1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-0.08461422543701025,0.7936602697245957,0
0.0,0.0,0.0,0.11363636363636363,-1.0,0.0,0.5,1.0,2.0,0.5,1.0,-1.0,1.0,-0.05718806509945751,1.4732369024373053,0
0.0,1.0,0.0,1.0,-1.0,2.0,0.5,1.0,2.0,0.5,2.0,-1.0,-2.0,-0.03684448462929476,0.2532492568685248,0
0.0,1.0,1.0,1.0454545454545454,0.0,2.0,-0.5,0.0,2.0,0.5,2.0,0.0,0.0,1.3251205545509344,-0.195249762653964,0
0.0,1.0,1.0,0.6818181818181818,-1.0,0.0,-0.5,1.0,0.0,-0.5,1.0,0.0,-2.0,0.5927516576250753,1.9140993909845818,0
0.0,0.0,0.0,1.0227272727272727,1.0,1.0,0.0,0.5,1.0,0.0,2.0,0.0,-2.0,-0.1364526823387583,1.2339423487514976,0
0.0,1.0,0.0,1.1363636363636365,-1.0,0.0,0.5,1.0,2.0,0.5,2.0,0.0,-2.0,1.1081223628691983,0.2731738865465219,0
0.0,1.0,1.0,1.0681818181818181,1.0,1.0,0.0,0.5,1.0,0.0,2.0,-1.0,-2.0,0.19341470765521399,-0.10807225269372205,0
0.0,1.0,1.0,-0.06818181818181818,0.0,0.0,-0.5,0.0,2.0,0.5,1.0,0.0,-2.0,1.1714135021097047,1.1481246553818474,0
0.0,1.0,0.0,-0.045454545454545456,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,1.0,0.13615129596142253,-0.21592063314387108,0
0.0,1.0,1.0,1.1363636363636365,0.0,2.0,0.5,1.0,2.0,0.5,2.0,-1.0,-2.0,1.5119801084990958,0.4155317587652202,0
0.0,0.0,0.0,-0.4772727272727273,-1.0,0.0,0.5,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.10043701024713683,-0.24643359078641344,0
1.0,1.0,0.0,0.5227272727272727,1.0,1.0,0.0,0.5,1.0,0.0,1.0,-1.0,-1.0,-0.13780892103676914,0.7231819708219842,0
0.0,1.0,0.0,-0.4772727272727273,-1.0,2.0,-0.5,1.0,0.0,-0.5,0.0,-1.0,1.0,-0.09109403254972875,-0.24591951378265323,0
0.0,0.0,0.0,0.8409090909090909,-1.0,0.0,-0.5,0.0,2.0,0.5,0.0,0.0,0.0,-0.09712176009644365,-0.0013100672031308947,0
0.0,1.0,1.0,1.1363636363636365,-1.0,2.0,0.5,1.0,2.0,0.5,2.0,0.0,0.0,0.9453737191078964,0.18372448789224283,0
0.0,1.0,0.0,0.06818181818181818,-1.0,0.0,0.5,0.0,0.0,-0.5,0.0,-1.0,0.0,-0.09350512356841471,-0.23915359708800252,0
0.0,1.0,0.0,0.4090909090909091,-1.0,0.0,0.5,0.0,0.0,-0.5,0.0,0.0,1.0,0.5806962025316456,-0.07985605843894714,0
0.0,0.0,0.0,-0.22727272727272727,-1.0,0.0,0.5,0.0,0.0,-0.5,0.0,0.0,0.0,-0.1005877034358047,0.2566156320866966,0
0.0,1.0,0.0,0.6136363636363636,1.0,1.0,0.0,0.5,1.0,0.0,2.0,0.0,-2.0,0.12861663652802893,0.5565215228287502,0
1.0,0.0,0.0,0.25,-1.0,2.0,0.5,1.0,0.0,0.5,0.0,0.0,-2.0,0.7208408679927667,1.3121318027105124,0
0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.5,0.0,0.0,-0.5,1.0,-1.0,-2.0,-0.061256781193490054,-0.08320585052796538,0
0.0,1.0,0.0,1.0909090909090908,-1.0,2.0,-0.5,0.0,2.0,0.5,2.0,0.0,-1.0,0.9845539481615431,0.18806926773047442,0
0.0,0.0,0.0,-0.4318181818181818,1.0,1.0,0.0,0.5,1.0,0.0,0.0,-1.0,1.0,-0.14428872814948765,-0.19817668494956656,0
0.0,0.0,0.0,-0.4772727272727273,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.1195750452079566,-0.23432790650431784,0
0.0,1.0,1.0,-0.18181818181818182,-1.0,0.0,0.5,0.0,2.0,0.5,0.0,-1.0,-1.0,1.0372965641952985,0.692254434950603,0
0.0,1.0,1.0,0.8863636363636364,-1.0,2.0,-0.5,1.0,0.0,-0.5,0.0,-1.0,-2.0,-0.1243972272453285,-0.07498891003237856,0
